ticker,type,strike,implied_vol,expiration,underlying_close,asof_date
AAPL,call,152.0,0.31231372929497037,2024-06-07,190.2899932861328,2024-05-29
AAPL,put,152.0,0.31231372929497037,2024-06-07,190.2899932861328,2024-05-29
AAPL,call,156.0,0.3335907313670199,2024-06-07,190.2899932861328,2024-05-29
AAPL,put,156.0,0.3335907313670199,2024-06-07,190.2899932861328,2024-05-29
AAPL,call,160.0,0.2770980297303598,2024-06-07,190.2899932861328,2024-05-29
AAPL,put,160.0,0.2770980297303598,2024-06-07,190.2899932861328,2024-05-29
AAPL,call,164.0,0.30372217867303364,2024-06-07,190.2899932861328,2024-05-29
AAPL,put,164.0,0.30372217867303364,2024-06-07,190.2899932861328,2024-05-29
AAPL,call,167.0,0.2947634914520069,2024-06-07,190.2899932861328,2024-05-29
AAPL,put,167.0,0.2947634914520069,2024-06-07,190.2899932861328,2024-05-29
AAPL,call,171.0,0.27516018869661724,2024-06-07,190.2899932861328,2024-05-29
AAPL,put,171.0,0.27516018869661724,2024-06-07,190.2899932861328,2024-05-29
AAPL,call,175.0,0.28629577867258205,2024-06-07,190.2899932861328,2024-05-29
AAPL,put,175.0,0.28629577867258205,2024-06-07,190.2899932861328,2024-05-29
AAPL,call,179.0,0.2745729408940271,2024-06-07,190.2899932861328,2024-05-29
AAPL,put,179.0,0.2745729408940271,2024-06-07,190.2899932861328,2024-05-29
AAPL,call,183.0,0.28319583749553645,2024-06-07,190.2899932861328,2024-05-29
AAPL,put,183.0,0.28319583749553645,2024-06-07,190.2899932861328,2024-05-29
AAPL,call,186.0,0.26327409886078285,2024-06-07,190.2899932861328,2024-05-29
AAPL,put,186.0,0.26327409886078285,2024-06-07,190.2899932861328,2024-05-29
AAPL,call,190.0,0.26532672796954504,2024-06-07,190.2899932861328,2024-05-29
AAPL,put,190.0,0.26532672796954504,2024-06-07,190.2899932861328,2024-05-29
AAPL,call,194.0,0.24511942456802657,2024-06-07,190.2899932861328,2024-05-29
AAPL,put,194.0,0.24511942456802657,2024-06-07,190.2899932861328,2024-05-29
AAPL,call,198.0,0.24866745295587867,2024-06-07,190.2899932861328,2024-05-29
AAPL,put,198.0,0.24866745295587867,2024-06-07,190.2899932861328,2024-05-29
AAPL,call,202.0,0.25798816725364454,2024-06-07,190.2899932861328,2024-05-29
AAPL,put,202.0,0.25798816725364454,2024-06-07,190.2899932861328,2024-05-29
AAPL,call,206.0,0.2567746661370871,2024-06-07,190.2899932861328,2024-05-29
AAPL,put,206.0,0.2567746661370871,2024-06-07,190.2899932861328,2024-05-29
AAPL,call,209.0,0.2557397178911357,2024-06-07,190.2899932861328,2024-05-29
AAPL,put,209.0,0.2557397178911357,2024-06-07,190.2899932861328,2024-05-29
