ticker,type,strike,implied_vol,expiration,underlying_close,asof_date
AAPL,call,180.0,0.17996247374226373,2024-11-22,224.22999572753903,2024-11-11
AAPL,put,180.0,0.17996247374226373,2024-11-22,224.22999572753903,2024-11-11
AAPL,call,185.0,0.19690050793966604,2024-11-22,224.22999572753903,2024-11-11
AAPL,put,185.0,0.19690050793966604,2024-11-22,224.22999572753903,2024-11-11
AAPL,call,187.5,0.22000070260950827,2024-11-22,224.22999572753903,2024-11-11
AAPL,put,187.5,0.22000070260950827,2024-11-22,224.22999572753903,2024-11-11
AAPL,call,192.5,0.2023231656116718,2024-11-22,224.22999572753903,2024-11-11
AAPL,put,192.5,0.2023231656116718,2024-11-22,224.22999572753903,2024-11-11
AAPL,call,197.5,0.20977231981971012,2024-11-22,224.22999572753903,2024-11-11
AAPL,put,197.5,0.20977231981971012,2024-11-22,224.22999572753903,2024-11-11
AAPL,call,202.5,0.2100397770786064,2024-11-22,224.22999572753903,2024-11-11
AAPL,put,202.5,0.2100397770786064,2024-11-22,224.22999572753903,2024-11-11
AAPL,call,207.5,0.1850222675500148,2024-11-22,224.22999572753903,2024-11-11
AAPL,put,207.5,0.1850222675500148,2024-11-22,224.22999572753903,2024-11-11
AAPL,call,210.0,0.14901369399717518,2024-11-22,224.22999572753903,2024-11-11
AAPL,put,210.0,0.14901369399717518,2024-11-22,224.22999572753903,2024-11-11
AAPL,call,215.0,0.16187480822583528,2024-11-22,224.22999572753903,2024-11-11
AAPL,put,215.0,0.16187480822583528,2024-11-22,224.22999572753903,2024-11-11
AAPL,call,220.0,0.21030417997840548,2024-11-22,224.22999572753903,2024-11-11
AAPL,put,220.0,0.21030417997840548,2024-11-22,224.22999572753903,2024-11-11
AAPL,call,225.0,0.1636429356802852,2024-11-22,224.22999572753903,2024-11-11
AAPL,put,225.0,0.1636429356802852,2024-11-22,224.22999572753903,2024-11-11
AAPL,call,227.5,0.196976322169723,2024-11-22,224.22999572753903,2024-11-11
AAPL,put,227.5,0.196976322169723,2024-11-22,224.22999572753903,2024-11-11
AAPL,call,232.5,0.1915606204946786,2024-11-22,224.22999572753903,2024-11-11
AAPL,put,232.5,0.1915606204946786,2024-11-22,224.22999572753903,2024-11-11
AAPL,call,237.5,0.1645442306154827,2024-11-22,224.22999572753903,2024-11-11
AAPL,put,237.5,0.1645442306154827,2024-11-22,224.22999572753903,2024-11-11
AAPL,call,242.5,0.14589552968661723,2024-11-22,224.22999572753903,2024-11-11
AAPL,put,242.5,0.14589552968661723,2024-11-22,224.22999572753903,2024-11-11
AAPL,call,247.5,0.19713236593626382,2024-11-22,224.22999572753903,2024-11-11
AAPL,put,247.5,0.19713236593626382,2024-11-22,224.22999572753903,2024-11-11
AAPL,call,250.0,0.167834861845895,2024-11-22,224.22999572753903,2024-11-11
AAPL,put,250.0,0.167834861845895,2024-11-22,224.22999572753903,2024-11-11
AAPL,call,255.0,0.19220059730018066,2024-11-22,224.22999572753903,2024-11-11
AAPL,put,255.0,0.19220059730018066,2024-11-22,224.22999572753903,2024-11-11
AAPL,call,260.0,0.16035597274252958,2024-11-22,224.22999572753903,2024-11-11
AAPL,put,260.0,0.16035597274252958,2024-11-22,224.22999572753903,2024-11-11
AAPL,call,265.0,0.1403837168824158,2024-11-22,224.22999572753903,2024-11-11
AAPL,put,265.0,0.1403837168824158,2024-11-22,224.22999572753903,2024-11-11
AAPL,call,270.0,0.1570901902825569,2024-11-22,224.22999572753903,2024-11-11
AAPL,put,270.0,0.1570901902825569,2024-11-22,224.22999572753903,2024-11-11
AAPL,call,180.0,0.20726729576603978,2024-12-13,224.22999572753903,2024-11-11
AAPL,put,180.0,0.20726729576603978,2024-12-13,224.22999572753903,2024-11-11
AAPL,call,185.0,0.20284305040862502,2024-12-13,224.22999572753903,2024-11-11
AAPL,put,185.0,0.20284305040862502,2024-12-13,224.22999572753903,2024-11-11
AAPL,call,187.5,0.2253488461195214,2024-12-13,224.22999572753903,2024-11-11
AAPL,put,187.5,0.2253488461195214,2024-12-13,224.22999572753903,2024-11-11
AAPL,call,192.5,0.20638932517352215,2024-12-13,224.22999572753903,2024-11-11
AAPL,put,192.5,0.20638932517352215,2024-12-13,224.22999572753903,2024-11-11
AAPL,call,197.5,0.18593812016585284,2024-12-13,224.22999572753903,2024-11-11
AAPL,put,197.5,0.18593812016585284,2024-12-13,224.22999572753903,2024-11-11
AAPL,call,202.5,0.1775055189001312,2024-12-13,224.22999572753903,2024-11-11
AAPL,put,202.5,0.1775055189001312,2024-12-13,224.22999572753903,2024-11-11
AAPL,call,207.5,0.17198528732090812,2024-12-13,224.22999572753903,2024-11-11
AAPL,put,207.5,0.17198528732090812,2024-12-13,224.22999572753903,2024-11-11
AAPL,call,210.0,0.21553808785098566,2024-12-13,224.22999572753903,2024-11-11
AAPL,put,210.0,0.21553808785098566,2024-12-13,224.22999572753903,2024-11-11
AAPL,call,215.0,0.18783020205751094,2024-12-13,224.22999572753903,2024-11-11
AAPL,put,215.0,0.18783020205751094,2024-12-13,224.22999572753903,2024-11-11
AAPL,call,220.0,0.20937998799985205,2024-12-13,224.22999572753903,2024-11-11
AAPL,put,220.0,0.20937998799985205,2024-12-13,224.22999572753903,2024-11-11
AAPL,call,225.0,0.1948261444777937,2024-12-13,224.22999572753903,2024-11-11
AAPL,put,225.0,0.1948261444777937,2024-12-13,224.22999572753903,2024-11-11
AAPL,call,227.5,0.20005285778089166,2024-12-13,224.22999572753903,2024-11-11
AAPL,put,227.5,0.20005285778089166,2024-12-13,224.22999572753903,2024-11-11
AAPL,call,232.5,0.1974770376318675,2024-12-13,224.22999572753903,2024-11-11
AAPL,put,232.5,0.1974770376318675,2024-12-13,224.22999572753903,2024-11-11
AAPL,call,237.5,0.16166341952637422,2024-12-13,224.22999572753903,2024-11-11
AAPL,put,237.5,0.16166341952637422,2024-12-13,224.22999572753903,2024-11-11
AAPL,call,242.5,0.15295743218307137,2024-12-13,224.22999572753903,2024-11-11
AAPL,put,242.5,0.15295743218307137,2024-12-13,224.22999572753903,2024-11-11
AAPL,call,247.5,0.15752233891992123,2024-12-13,224.22999572753903,2024-11-11
AAPL,put,247.5,0.15752233891992123,2024-12-13,224.22999572753903,2024-11-11
AAPL,call,250.0,0.15348380589887373,2024-12-13,224.22999572753903,2024-11-11
AAPL,put,250.0,0.15348380589887373,2024-12-13,224.22999572753903,2024-11-11
AAPL,call,255.0,0.16417202079520124,2024-12-13,224.22999572753903,2024-11-11
AAPL,put,255.0,0.16417202079520124,2024-12-13,224.22999572753903,2024-11-11
AAPL,call,260.0,0.15121255288908447,2024-12-13,224.22999572753903,2024-11-11
AAPL,put,260.0,0.15121255288908447,2024-12-13,224.22999572753903,2024-11-11
AAPL,call,265.0,0.1569445924703481,2024-12-13,224.22999572753903,2024-11-11
AAPL,put,265.0,0.1569445924703481,2024-12-13,224.22999572753903,2024-11-11
AAPL,call,270.0,0.19778797230773443,2024-12-13,224.22999572753903,2024-11-11
AAPL,put,270.0,0.19778797230773443,2024-12-13,224.22999572753903,2024-11-11
AAPL,call,180.0,0.199005229955805,2025-01-10,224.22999572753903,2024-11-11
AAPL,put,180.0,0.199005229955805,2025-01-10,224.22999572753903,2024-11-11
AAPL,call,185.0,0.2177863693325209,2025-01-10,224.22999572753903,2024-11-11
AAPL,put,185.0,0.2177863693325209,2025-01-10,224.22999572753903,2024-11-11
AAPL,call,187.5,0.17968480337315523,2025-01-10,224.22999572753903,2024-11-11
AAPL,put,187.5,0.17968480337315523,2025-01-10,224.22999572753903,2024-11-11
AAPL,call,192.5,0.17822667080205867,2025-01-10,224.22999572753903,2024-11-11
AAPL,put,192.5,0.17822667080205867,2025-01-10,224.22999572753903,2024-11-11
AAPL,call,197.5,0.2474109422244687,2025-01-10,224.22999572753903,2024-11-11
AAPL,put,197.5,0.2474109422244687,2025-01-10,224.22999572753903,2024-11-11
AAPL,call,202.5,0.2209647280168748,2025-01-10,224.22999572753903,2024-11-11
AAPL,put,202.5,0.2209647280168748,2025-01-10,224.22999572753903,2024-11-11
AAPL,call,207.5,0.20111629777092926,2025-01-10,224.22999572753903,2024-11-11
AAPL,put,207.5,0.20111629777092926,2025-01-10,224.22999572753903,2024-11-11
AAPL,call,210.0,0.18307198126191085,2025-01-10,224.22999572753903,2024-11-11
AAPL,put,210.0,0.18307198126191085,2025-01-10,224.22999572753903,2024-11-11
AAPL,call,215.0,0.1701847875530681,2025-01-10,224.22999572753903,2024-11-11
