ticker,asof_date,expiration,underlying_close,strike,atm_iv,h,EM
AAPL,2023-10-06,2023-10-13,177.49000549316406,177.0,0.2609233222462204,1,0.01643662433143491
AAPL,2023-10-06,2023-11-10,177.49000549316406,177.0,0.2442928167031441,1,0.015389000954190601
AAPL,2023-10-06,2023-12-08,177.49000549316406,177.0,0.25787540611702,1,0.016244623662509984
AAPL,2023-10-09,2023-10-20,178.99000549316406,179.0,0.2355082790821295,1,0.014835627098764516
AAPL,2023-10-09,2023-11-10,178.99000549316406,179.0,0.2313823723059375,1,0.014575719402039748
AAPL,2023-10-09,2023-12-08,178.99000549316406,179.0,0.2354596239529149,1,0.01483256211371905
AAPL,2023-10-10,2023-10-20,178.38999938964844,178.0,0.2544212716507181,1,0.016027033643633518
AAPL,2023-10-10,2023-11-10,178.38999938964844,178.0,0.2996412424683131,1,0.018875624050227673
AAPL,2023-10-10,2023-12-15,178.38999938964844,178.0,0.2595244029798501,1,0.01634850070088556
AAPL,2023-10-16,2023-10-27,178.72000122070312,179.0,0.2633266000634925,1,0.01658801660371825
AAPL,2023-10-16,2023-11-17,178.72000122070312,179.0,0.2282249583268994,1,0.014376821016929896
AAPL,2023-10-16,2023-12-15,178.72000122070312,179.0,0.2737244174116459,1,0.017243017529458414
AAPL,2023-10-17,2023-10-27,177.14999389648438,177.0,0.267573764902024,1,0.016855562840381394
AAPL,2023-10-17,2023-11-17,177.14999389648438,177.0,0.2311330459529501,1,0.014560013318104048
AAPL,2023-10-17,2023-12-22,177.14999389648438,177.0,0.22984935672335,1,0.014479148497575145
AAPL,2023-10-23,2023-11-03,173.0,173.0,0.2186157786482876,1,0.013771499594716984
AAPL,2023-10-23,2023-11-24,173.0,173.0,0.2581736005998736,1,0.01626340814927099
AAPL,2023-10-23,2023-12-22,173.0,173.0,0.2533386257050526,1,0.015958833359582016
AAPL,2023-10-24,2023-11-03,173.44000244140625,173.0,0.2520924690935758,1,0.015880332871758048
AAPL,2023-10-24,2023-11-24,173.44000244140625,173.0,0.264708424378103,1,0.016675063353528762
AAPL,2023-10-24,2023-12-29,173.44000244140625,173.0,0.3003574700021669,1,0.018920742143958967
AAPL,2023-10-30,2023-11-10,170.2899932861328,170.0,0.2547893045286752,1,0.016050217535761375
AAPL,2023-10-30,2023-12-01,170.2899932861328,170.0,0.2697462652967364,1,0.016992417501514697
AAPL,2023-10-30,2023-12-29,170.2899932861328,170.0,0.2283676427420896,1,0.014385809290228896
AAPL,2023-10-31,2023-11-10,170.77000427246094,171.0,0.2715584297042857,1,0.017106573129065602
AAPL,2023-10-31,2023-12-01,170.77000427246094,171.0,0.2467006407584468,1,0.01554067961255084
AAPL,2023-10-31,2024-01-05,170.77000427246094,171.0,0.2325423629257505,1,0.014648791942591959
AAPL,2023-11-06,2023-11-17,179.22999572753906,179.0,0.1704662494671525,1,0.010738364357618626
AAPL,2023-11-06,2023-12-08,179.22999572753906,179.0,0.159172728334982,1,0.010026939397095395
AAPL,2023-11-06,2024-01-05,179.22999572753906,179.0,0.188639626441941,1,0.011883179499464287
AAPL,2023-11-07,2023-11-17,181.82000732421875,182.0,0.1591702351576314,1,0.01002678234168482
AAPL,2023-11-07,2023-12-08,181.82000732421875,182.0,0.1714859336092754,1,0.010802598420854183
AAPL,2023-11-07,2024-01-12,181.82000732421875,182.0,0.1954051682452431,1,0.012309368573182116
AAPL,2023-11-13,2023-11-24,184.8000030517578,185.0,0.1910828078808411,1,0.012037085463634254
AAPL,2023-11-13,2023-12-15,184.8000030517578,185.0,0.2158998733750995,1,0.01360041364382973
AAPL,2023-11-13,2024-01-12,184.8000030517578,185.0,0.1522027713770875,1,0.009587873379014128
AAPL,2023-11-14,2023-11-24,187.44000244140625,187.0,0.2031985714143521,1,0.012800306826808903
AAPL,2023-11-14,2023-12-15,187.44000244140625,187.0,0.2079589026404568,1,0.013100179507346241
AAPL,2023-11-14,2024-01-19,187.44000244140625,187.0,0.1921426809647312,1,0.012103851192235785
AAPL,2023-11-20,2023-12-01,191.4499969482422,191.0,0.187731635955891,1,0.011825981475204741
AAPL,2023-11-20,2023-12-22,191.4499969482422,191.0,0.1791004712907776,1,0.011282269207853832
AAPL,2023-11-20,2024-01-19,191.4499969482422,191.0,0.1718406357121777,1,0.010824942553087307
AAPL,2023-11-21,2023-12-01,190.63999938964844,191.0,0.1601884410888026,1,0.010090923286383153
AAPL,2023-11-21,2023-12-22,190.63999938964844,191.0,0.1731026249024995,1,0.010904440399631194
AAPL,2023-11-21,2024-01-26,190.63999938964844,191.0,0.1981753662747275,1,0.012483874646239661
AAPL,2023-11-27,2023-12-08,189.7899932861328,190.0,0.1409905614248309,1,0.008881570541368549
AAPL,2023-11-27,2023-12-29,189.7899932861328,190.0,0.1371702587459959,1,0.008640914093244948
AAPL,2023-11-27,2024-01-26,189.7899932861328,190.0,0.1791446170050884,1,0.011285050126461348
AAPL,2023-11-28,2023-12-08,190.3999938964844,190.0,0.1489567000582596,1,0.009383390106452269
AAPL,2023-11-28,2023-12-29,190.3999938964844,190.0,0.1362072353996939,1,0.008580249324648178
AAPL,2023-11-28,2024-02-02,190.3999938964844,190.0,0.1502724443697919,1,0.009466274207339469
AAPL,2023-12-04,2023-12-15,189.42999267578125,189.0,0.1405869068574967,1,0.008856142693731842
AAPL,2023-12-04,2024-01-05,189.42999267578125,189.0,0.149276908256506,1,0.009403561326936176
AAPL,2023-12-04,2024-02-02,189.42999267578125,189.0,0.1440609490969622,1,0.009074986784440405
AAPL,2023-12-05,2023-12-15,193.4199981689453,193.0,0.1624220106119749,1,0.010231624941009035
AAPL,2023-12-05,2024-01-05,193.4199981689453,193.0,0.1033604985500765,1,0.00651109939407511
AAPL,2023-12-05,2024-02-09,193.4199981689453,193.0,0.1579956331933493,1,0.009952789372947241
AAPL,2023-12-11,2023-12-22,193.17999267578125,193.0,0.1186257170353866,1,0.007472717770770268
AAPL,2023-12-11,2024-01-12,193.17999267578125,193.0,0.1250055041657922,1,0.007874606584212735
AAPL,2023-12-11,2024-02-09,193.17999267578125,193.0,0.1503717751646869,1,0.009472531459263814
AAPL,2023-12-12,2023-12-22,194.7100067138672,195.0,0.130607498093145,1,0.008227499031304868
AAPL,2023-12-12,2024-01-12,194.7100067138672,195.0,0.2077699486695368,1,0.013088276526005945
AAPL,2023-12-12,2024-02-16,194.7100067138672,195.0,0.1504634400261143,1,0.00947830580277096
AAPL,2023-12-18,2023-12-29,195.88999938964844,196.0,0.1528746597691534,1,0.009630198369352163
AAPL,2023-12-18,2024-01-19,195.88999938964844,196.0,0.1425037150427263,1,0.008976890259663523
AAPL,2023-12-18,2024-02-16,195.88999938964844,196.0,0.1496766523625988,1,0.00942874283866916
AAPL,2023-12-19,2023-12-29,196.94000244140625,197.0,0.1630020568603732,1,0.010268164420108509
AAPL,2023-12-19,2024-01-19,196.94000244140625,197.0,0.1496392973832001,1,0.009426389696152043
