ticker,type,strike,implied_vol,expiration,underlying_close,asof_date
AAPL,call,152.0,0.3108400323245217,2024-06-07,189.9900054931641,2024-05-28
AAPL,put,152.0,0.3108400323245217,2024-06-07,189.9900054931641,2024-05-28
AAPL,call,156.0,0.3131535917436306,2024-06-07,189.9900054931641,2024-05-28
AAPL,put,156.0,0.3131535917436306,2024-06-07,189.9900054931641,2024-05-28
AAPL,call,160.0,0.32066066600150034,2024-06-07,189.9900054931641,2024-05-28
AAPL,put,160.0,0.32066066600150034,2024-06-07,189.9900054931641,2024-05-28
AAPL,call,163.0,0.31050675592383936,2024-06-07,189.9900054931641,2024-05-28
AAPL,put,163.0,0.31050675592383936,2024-06-07,189.9900054931641,2024-05-28
AAPL,call,167.0,0.29127182458852174,2024-06-07,189.9900054931641,2024-05-28
AAPL,put,167.0,0.29127182458852174,2024-06-07,189.9900054931641,2024-05-28
AAPL,call,171.0,0.2846248977783407,2024-06-07,189.9900054931641,2024-05-28
AAPL,put,171.0,0.2846248977783407,2024-06-07,189.9900054931641,2024-05-28
AAPL,call,175.0,0.2772708718936597,2024-06-07,189.9900054931641,2024-05-28
AAPL,put,175.0,0.2772708718936597,2024-06-07,189.9900054931641,2024-05-28
AAPL,call,179.0,0.28167789006612104,2024-06-07,189.9900054931641,2024-05-28
AAPL,put,179.0,0.28167789006612104,2024-06-07,189.9900054931641,2024-05-28
AAPL,call,182.0,0.24914393642992486,2024-06-07,189.9900054931641,2024-05-28
AAPL,put,182.0,0.24914393642992486,2024-06-07,189.9900054931641,2024-05-28
AAPL,call,186.0,0.25157401061390827,2024-06-07,189.9900054931641,2024-05-28
AAPL,put,186.0,0.25157401061390827,2024-06-07,189.9900054931641,2024-05-28
AAPL,call,190.0,0.24955637648265977,2024-06-07,189.9900054931641,2024-05-28
AAPL,put,190.0,0.24955637648265977,2024-06-07,189.9900054931641,2024-05-28
AAPL,call,194.0,0.29667916518143755,2024-06-07,189.9900054931641,2024-05-28
AAPL,put,194.0,0.29667916518143755,2024-06-07,189.9900054931641,2024-05-28
AAPL,call,198.0,0.2703921798638555,2024-06-07,189.9900054931641,2024-05-28
AAPL,put,198.0,0.2703921798638555,2024-06-07,189.9900054931641,2024-05-28
AAPL,call,201.0,0.28291625866486436,2024-06-07,189.9900054931641,2024-05-28
AAPL,put,201.0,0.28291625866486436,2024-06-07,189.9900054931641,2024-05-28
AAPL,call,205.0,0.2547449069183837,2024-06-07,189.9900054931641,2024-05-28
AAPL,put,205.0,0.2547449069183837,2024-06-07,189.9900054931641,2024-05-28
AAPL,call,209.0,0.26235389456188996,2024-06-07,189.9900054931641,2024-05-28
AAPL,put,209.0,0.26235389456188996,2024-06-07,189.9900054931641,2024-05-28
AAPL,call,213.0,0.23624909191382087,2024-06-07,189.9900054931641,2024-05-28
AAPL,put,213.0,0.23624909191382087,2024-06-07,189.9900054931641,2024-05-28
