ticker,type,strike,implied_vol,expiration,underlying_close,asof_date
AAPL,call,162.5,0.32541634373020484,2025-06-20,202.6699981689453,2025-06-10
AAPL,put,162.5,0.32541634373020484,2025-06-20,202.6699981689453,2025-06-10
AAPL,call,165.0,0.3292941685763512,2025-06-20,202.6699981689453,2025-06-10
AAPL,put,165.0,0.3292941685763512,2025-06-20,202.6699981689453,2025-06-10
AAPL,call,170.0,0.3326179254245541,2025-06-20,202.6699981689453,2025-06-10
AAPL,put,170.0,0.3326179254245541,2025-06-20,202.6699981689453,2025-06-10
AAPL,call,175.0,0.28995144034588544,2025-06-20,202.6699981689453,2025-06-10
AAPL,put,175.0,0.28995144034588544,2025-06-20,202.6699981689453,2025-06-10
AAPL,call,177.5,0.29812638238498895,2025-06-20,202.6699981689453,2025-06-10
AAPL,put,177.5,0.29812638238498895,2025-06-20,202.6699981689453,2025-06-10
AAPL,call,182.5,0.2567115153747796,2025-06-20,202.6699981689453,2025-06-10
AAPL,put,182.5,0.2567115153747796,2025-06-20,202.6699981689453,2025-06-10
AAPL,call,187.5,0.271940799442357,2025-06-20,202.6699981689453,2025-06-10
AAPL,put,187.5,0.271940799442357,2025-06-20,202.6699981689453,2025-06-10
AAPL,call,190.0,0.31780001410560504,2025-06-20,202.6699981689453,2025-06-10
AAPL,put,190.0,0.31780001410560504,2025-06-20,202.6699981689453,2025-06-10
AAPL,call,195.0,0.3242202576993609,2025-06-20,202.6699981689453,2025-06-10
AAPL,put,195.0,0.3242202576993609,2025-06-20,202.6699981689453,2025-06-10
AAPL,call,197.5,0.3291199741299326,2025-06-20,202.6699981689453,2025-06-10
AAPL,put,197.5,0.3291199741299326,2025-06-20,202.6699981689453,2025-06-10
AAPL,call,202.5,0.308500140423695,2025-06-20,202.6699981689453,2025-06-10
AAPL,put,202.5,0.308500140423695,2025-06-20,202.6699981689453,2025-06-10
AAPL,call,207.5,0.29360301507820447,2025-06-20,202.6699981689453,2025-06-10
AAPL,put,207.5,0.29360301507820447,2025-06-20,202.6699981689453,2025-06-10
AAPL,call,210.0,0.2774582336778919,2025-06-20,202.6699981689453,2025-06-10
AAPL,put,210.0,0.2774582336778919,2025-06-20,202.6699981689453,2025-06-10
AAPL,call,215.0,0.27046026613914764,2025-06-20,202.6699981689453,2025-06-10
AAPL,put,215.0,0.27046026613914764,2025-06-20,202.6699981689453,2025-06-10
AAPL,call,220.0,0.28251314955709506,2025-06-20,202.6699981689453,2025-06-10
AAPL,put,220.0,0.28251314955709506,2025-06-20,202.6699981689453,2025-06-10
AAPL,call,222.5,0.3028001995411322,2025-06-20,202.6699981689453,2025-06-10
AAPL,put,222.5,0.3028001995411322,2025-06-20,202.6699981689453,2025-06-10
AAPL,call,227.5,0.2666848734976526,2025-06-20,202.6699981689453,2025-06-10
AAPL,put,227.5,0.2666848734976526,2025-06-20,202.6699981689453,2025-06-10
AAPL,call,230.0,0.27019310822026776,2025-06-20,202.6699981689453,2025-06-10
AAPL,put,230.0,0.27019310822026776,2025-06-20,202.6699981689453,2025-06-10
AAPL,call,235.0,0.27330159441997204,2025-06-20,202.6699981689453,2025-06-10
AAPL,put,235.0,0.27330159441997204,2025-06-20,202.6699981689453,2025-06-10
AAPL,call,240.0,0.25595832050290424,2025-06-20,202.6699981689453,2025-06-10
AAPL,put,240.0,0.25595832050290424,2025-06-20,202.6699981689453,2025-06-10
AAPL,call,242.5,0.2326857079632152,2025-06-20,202.6699981689453,2025-06-10
AAPL,put,242.5,0.2326857079632152,2025-06-20,202.6699981689453,2025-06-10
AAPL,call,162.5,0.311827198357071,2025-07-11,202.6699981689453,2025-06-10
AAPL,put,162.5,0.311827198357071,2025-07-11,202.6699981689453,2025-06-10
AAPL,call,165.0,0.33253975847867123,2025-07-11,202.6699981689453,2025-06-10
AAPL,put,165.0,0.33253975847867123,2025-07-11,202.6699981689453,2025-06-10
AAPL,call,170.0,0.301491711239541,2025-07-11,202.6699981689453,2025-06-10
AAPL,put,170.0,0.301491711239541,2025-07-11,202.6699981689453,2025-06-10
AAPL,call,175.0,0.293118465816327,2025-07-11,202.6699981689453,2025-06-10
AAPL,put,175.0,0.293118465816327,2025-07-11,202.6699981689453,2025-06-10
AAPL,call,177.5,0.30352717808974145,2025-07-11,202.6699981689453,2025-06-10
AAPL,put,177.5,0.30352717808974145,2025-07-11,202.6699981689453,2025-06-10
AAPL,call,182.5,0.2904825251919406,2025-07-11,202.6699981689453,2025-06-10
AAPL,put,182.5,0.2904825251919406,2025-07-11,202.6699981689453,2025-06-10
