ticker,date,open,high,low,close,adj_close,volume
AAPL,2023-10-06,173.8000030517578,177.99000549316406,173.17999267578125,177.49000549316406,175.76834106445312,57266700
AAPL,2023-10-09,176.80999755859375,179.0500030517578,175.8000030517578,178.99000549316406,177.2538299560547,42390800
AAPL,2023-10-10,178.10000610351562,179.72000122070312,177.9499969482422,178.38999938964844,176.65965270996094,43698000
AAPL,2023-10-11,178.1999969482422,179.85000610351562,177.60000610351562,179.8000030517578,178.0559539794922,47551100
AAPL,2023-10-12,180.07000732421875,182.33999633789062,179.0399932861328,180.7100067138672,178.95713806152344,56743100
AAPL,2023-10-13,181.4199981689453,181.92999267578125,178.13999938964844,178.85000610351562,177.11517333984375,51427100
AAPL,2023-10-16,176.75,179.0800018310547,176.50999450683594,178.72000122070312,176.98641967773438,52517000
AAPL,2023-10-17,176.64999389648438,178.4199981689453,174.8000030517578,177.14999389648438,175.4316864013672,57549400
AAPL,2023-10-18,175.5800018310547,177.5800018310547,175.11000061035156,175.83999633789062,174.13433837890625,54764400
AAPL,2023-10-19,176.0399932861328,177.83999633789062,175.19000244140625,175.4600067138672,173.758056640625,59302900
AAPL,2023-10-20,175.30999755859375,175.4199981689453,172.63999938964844,172.8800048828125,171.2030792236328,64244000
AAPL,2023-10-23,170.91000366210938,174.00999450683594,169.92999267578125,173.0,171.32192993164062,55980100
AAPL,2023-10-24,173.0500030517578,173.6699981689453,171.4499969482422,173.44000244140625,171.75765991210938,43816600
AAPL,2023-10-25,171.8800048828125,173.05999755859375,170.64999389648438,171.10000610351562,169.4403533935547,57157000
AAPL,2023-10-26,170.3699951171875,171.3800048828125,165.6699981689453,166.88999938964844,165.2711639404297,70625300
AAPL,2023-10-27,166.91000366210938,168.9600067138672,166.8300018310547,168.22000122070312,166.5883026123047,58499100
AAPL,2023-10-30,169.02000427246094,171.1699981689453,168.8699951171875,170.2899932861328,168.63818359375,51131000
AAPL,2023-10-31,169.35000610351562,170.89999389648438,167.89999389648438,170.77000427246094,169.11355590820312,44846000
AAPL,2023-11-01,171.0,174.22999572753906,170.1199951171875,173.97000122070312,172.28250122070312,56934900
AAPL,2023-11-02,175.52000427246094,177.77999877929688,175.4600067138672,177.57000732421875,175.8475799560547,77334800
AAPL,2023-11-03,174.24000549316406,176.82000732421875,173.35000610351562,176.64999389648438,174.93649291992188,79829200
AAPL,2023-11-06,176.3800048828125,179.42999267578125,176.2100067138672,179.22999572753906,177.49148559570312,63841300
AAPL,2023-11-07,179.17999267578125,182.44000244140625,178.97000122070312,181.82000732421875,180.056396484375,70530000
AAPL,2023-11-08,182.35000610351562,183.4499969482422,181.58999633789062,182.88999938964844,181.11598205566406,49340300
AAPL,2023-11-09,182.9600067138672,184.1199951171875,181.80999755859375,182.41000366210938,180.640625,53763500
AAPL,2023-11-10,183.97000122070312,186.57000732421875,183.52999877929688,186.39999389648438,184.83511352539062,66133400
AAPL,2023-11-13,185.82000732421875,186.02999877929688,184.2100067138672,184.8000030517578,183.24855041503906,43627500
AAPL,2023-11-14,187.6999969482422,188.11000061035156,186.3000030517578,187.44000244140625,185.8663787841797,60108400
AAPL,2023-11-15,187.85000610351562,189.5,187.77999877929688,188.00999450683594,186.43161010742188,53790500
AAPL,2023-11-16,189.57000732421875,190.9600067138672,188.64999389648438,189.7100067138672,188.11734008789062,54412900
AAPL,2023-11-17,190.25,190.3800048828125,188.57000732421875,189.69000244140625,188.0974884033203,50922700
AAPL,2023-11-20,189.88999938964844,191.91000366210938,189.8800048828125,191.4499969482422,189.8427276611328,46505100
AAPL,2023-11-21,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,189.03952026367188,38134500
AAPL,2023-11-22,191.49000549316406,192.92999267578125,190.8300018310547,191.30999755859375,189.70388793945312,39617700
AAPL,2023-11-24,190.8699951171875,190.89999389648438,189.25,189.97000122070312,188.37513732910156,24048300
AAPL,2023-11-27,189.9199981689453,190.6699981689453,188.89999389648438,189.7899932861328,188.1966552734375,40552600
AAPL,2023-11-28,189.77999877929688,191.0800018310547,189.39999389648438,190.39999389648438,188.80149841308594,38415400
AAPL,2023-11-29,190.89999389648438,192.08999633789062,188.97000122070312,189.3699951171875,187.78018188476562,43014200
AAPL,2023-11-30,189.83999633789062,190.32000732421875,188.19000244140625,189.9499969482422,188.35531616210938,48794400
AAPL,2023-12-01,190.3300018310547,191.55999755859375,189.22999572753906,191.24000549316406,189.63449096679688,45704800
AAPL,2023-12-04,189.97999572753906,190.0500030517578,187.4499969482422,189.42999267578125,187.83969116210938,43389500
AAPL,2023-12-05,190.2100067138672,194.39999389648438,190.17999267578125,193.4199981689453,191.7961883544922,66628400
AAPL,2023-12-06,194.4499969482422,194.75999450683594,192.11000061035156,192.32000732421875,190.7054443359375,41089700
AAPL,2023-12-07,193.6300048828125,195.0,193.58999633789062,194.27000427246094,192.63905334472656,47477700
AAPL,2023-12-08,194.1999969482422,195.99000549316406,193.6699981689453,195.7100067138672,194.06698608398438,53406400
AAPL,2023-12-11,193.11000061035156,193.49000549316406,191.4199981689453,193.17999267578125,191.55819702148438,60943700
AAPL,2023-12-12,193.0800018310547,194.72000122070312,191.72000122070312,194.7100067138672,193.0753631591797,52696900
AAPL,2023-12-13,195.08999633789062,198.0,194.85000610351562,197.9600067138672,196.29808044433594,70404200
AAPL,2023-12-14,198.02000427246094,199.6199951171875,196.16000366210938,198.11000061035156,196.4468231201172,66831600
AAPL,2023-12-15,197.52999877929688,198.39999389648438,197.0,197.57000732421875,195.91136169433594,128538400
AAPL,2023-12-18,196.08999633789062,196.6300048828125,194.38999938964844,195.88999938964844,194.24545288085938,55751900
AAPL,2023-12-19,196.16000366210938,196.9499969482422,195.88999938964844,196.94000244140625,195.28662109375,40714100
AAPL,2023-12-20,196.89999389648438,197.67999267578125,194.8300018310547,194.8300018310547,193.19435119628906,52242800
AAPL,2023-12-21,196.10000610351562,197.0800018310547,193.5,194.67999267578125,193.0456085205078,46482500
AAPL,2023-12-22,195.17999267578125,195.41000366210938,192.97000122070312,193.60000610351562,191.97467041015625,37149600
AAPL,2023-12-26,193.61000061035156,193.88999938964844,192.8300018310547,193.0500030517578,191.42930603027344,28919300
AAPL,2023-12-27,192.49000549316406,193.5,191.08999633789062,193.14999389648438,191.5284423828125,48087700
AAPL,2023-12-28,194.13999938964844,194.66000366210938,193.1699981689453,193.5800018310547,191.95484924316406,34049900
AAPL,2023-12-29,193.89999389648438,194.39999389648438,191.72999572753906,192.52999877929688,190.91366577148438,42672100
AAPL,2024-01-02,187.14999389648438,188.44000244140625,183.88999938964844,185.63999938964844,184.08151245117188,82488700
AAPL,2024-01-03,184.22000122070312,185.8800048828125,183.42999267578125,184.25,182.7031707763672,58414500
AAPL,2024-01-04,182.14999389648438,183.08999633789062,180.8800048828125,181.91000366210938,180.38282775878906,71983600
AAPL,2024-01-05,181.99000549316406,182.75999450683594,180.1699981689453,181.17999267578125,179.65892028808594,62379700
AAPL,2024-01-08,182.08999633789062,185.60000610351562,181.5,185.55999755859375,184.00218200683594,59144500
AAPL,2024-01-09,183.9199981689453,185.14999389648438,182.72999572753906,185.13999938964844,183.585693359375,42841800
AAPL,2024-01-10,184.35000610351562,186.39999389648438,183.9199981689453,186.19000244140625,184.6269073486328,46792900
AAPL,2024-01-11,186.5399932861328,187.0500030517578,183.6199951171875,185.58999633789062,184.03192138671875,49128400
